token_address,ticker,chain,platform,launch_ts,t_window_hours,total_buy_volume_eth,total_buy_volume_eth_decayed,unique_buyers,buyer_volumes_eth_json,lp_depth_eth,lp_removed_24h_eth,early_holders_count,early_holders_still_holding,hp_delta_recent,holder_count,holder_balances_json,outcome_30d_holder_retention,outcome_30d_price_floor,outcome_30d_volume_slope,outcome_30d_composite,outcome_60d_holder_retention,outcome_60d_price_floor,outcome_60d_volume_slope,outcome_60d_composite,outcome_90d_holder_retention,outcome_90d_price_floor,outcome_90d_volume_slope,outcome_90d_composite,name,creator_address,notes
0x000000000000000000000000000000000000007c,SYN0124,base,clanker,1714075200,96,7.3986,4.0577,10,"[0.8729, 0.0935, 0.3985, 0.0627, 0.9051, 0.4959, 0.1273, 0.0456, 0.2612, 0.4779]",1.142,0.0,5,1,0.00899,30,"[6553.16, 5329.85, 2644.89, 2595.6, 2282.91, 2058.73, 1759.32, 1623.82, 1474.41, 1293.21, 1229.99, 1121.7, 1064.22, 653.01, 504.35, 426.35, 388.9, 381.92, 307.03, 284.86, 224.54, 220.04, 206.33, 154.94, 152.61, 130.59, 104.52, 85.25, 80.42, 67.03]",1,1,0,0,1,1,0,0,1,1,1,0,Synthetic Token 124,0x00000000000000000000000000000000000000a6,quality=0.421
0x000000000000000000000000000000000000007d,SYN0125,base,liquid,1714071600,96,3.6761,1.5783,7,"[0.1075, 0.168, 0.3683, 0.0653, 0.4439, 0.4611, 0.0392]",4.4722,0.0,21,8,-0.03189,17,"[51604.0, 42400.73, 12405.29, 7283.62, 3567.14, 3277.44, 2970.73, 2800.94, 909.73, 890.96, 384.82, 186.36, 176.52, 110.64, 102.75, 93.97, 31.99]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 125,0x00000000000000000000000000000000000000a7,quality=0.138
0x000000000000000000000000000000000000007e,SYN0126,base,liquid,1714068000,96,0.5719,0.2392,11,"[0.1051, 0.0112, 0.0828, 0.0291, 0.0796, 0.0277, 0.0143, 0.0216, 0.0146, 0.0153, 0.0544]",3.5784,0.9236,12,0,-0.04887,51,"[33734.2, 23224.83, 22864.45, 13137.63, 9020.15, 6983.8, 5538.85, 4589.7, 4182.29, 4161.22, 3330.27, 3322.74, 3314.98, 2836.62, 2813.9, 2267.68, 2137.4, 1856.25, 1804.64, 1610.14, 1601.4, 1521.58, 1469.65, 1129.0, 837.13, 794.72, 767.05, 744.65, 617.05, 603.58, 566.65, 438.24, 410.25, 331.25, 316.97, 304.29, 214.53, 214.25, 197.89, 188.36, 170.77, 166.93, 142.14, 124.54, 95.99, 89.53, 76.23, 54.01, 42.07, 39.47, 24.34]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 126,0x00000000000000000000000000000000000000a8,quality=0.130
0x000000000000000000000000000000000000007f,SYN0127,base,clanker,1714064400,96,0.3144,0.1741,11,"[0.0381, 0.1551, 0.0194, 0.0239, 0.0188, 0.0194, 0.0529, 0.02, 0.0227, 0.012, 0.1751]",0.8966,0.0,5,0,0.04678,6,"[1241.0, 971.79, 708.91, 481.7, 394.51, 371.71]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 127,0x00000000000000000000000000000000000000a9,quality=0.008
0x0000000000000000000000000000000000000080,SYN0128,base,clanker,1714060800,96,3.4112,3.0616,4,"[0.2853, 0.2786, 3.4815, 0.5056]",1.9891,0.1078,12,1,-0.00791,3,"[6501.67, 1338.2, 449.3]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 128,0x00000000000000000000000000000000000000aa,quality=0.033
0x0000000000000000000000000000000000000081,SYN0129,base,clanker,1714057200,96,17.3108,11.8894,1,[1.5937],6.0567,0.0,15,1,0.01922,17,"[159296.47, 42077.74, 1760.91, 1748.1, 1668.6, 1334.61, 1243.72, 990.76, 989.44, 989.18, 754.46, 583.17, 320.64, 246.74, 191.04, 138.26, 117.17]",0,0,0,0,1,1,1,1,1,0,0,0,Synthetic Token 129,0x00000000000000000000000000000000000000ab,quality=0.044
0x0000000000000000000000000000000000000082,SYN0130,base,bankr,1714053600,96,6.7472,2.9229,58,"[0.0252, 0.2602, 0.024, 0.0398, 0.1496, 0.134, 0.0641, 0.0909, 0.0308, 0.4322, 0.0113, 0.0298, 0.1294, 0.0514, 0.0494, 0.0139, 0.0599, 0.1002, 0.0192, 0.1448, 0.3728, 0.1181, 0.0499, 0.0696, 0.0494, 0.2068, 0.05, 0.0161, 0.0317, 0.041, 0.0282, 0.0349, 0.0177, 0.0606, 0.1796, 0.063, 0.1079, 0.5478, 0.0631, 0.0219, 0.0345, 0.0104, 0.0303, 0.0299, 0.0126, 0.0503, 0.15, 0.1601, 0.0222, 0.0373, 0.0134, 0.0182, 0.2103, 0.1929, 0.0139, 0.0311, 0.0229, 0.4577]",0.7854,0.0,5,0,-0.1104,9,"[6662.3, 1756.3, 1513.54, 1346.63, 1284.84, 1050.99, 195.31, 133.28, 37.01]",0,0,0,0,0,0,0,0,1,1,1,1,Synthetic Token 130,0x00000000000000000000000000000000000000ac,quality=0.006
0x0000000000000000000000000000000000000083,SYN0131,base,liquid,1714050000,96,4.1397,3.0742,8,"[0.031, 0.2513, 0.2585, 0.2497, 0.2775, 2.1654, 0.6541, 0.0749]",3.1548,0.0,8,1,0.05356,40,"[13859.53, 10517.69, 7702.01, 7675.92, 4115.78, 3313.19, 2894.5, 2654.1, 1779.82, 1436.5, 1403.43, 1373.4, 1324.92, 1318.02, 1297.82, 1260.56, 1183.08, 1161.23, 947.61, 819.88, 805.21, 651.95, 596.57, 559.09, 444.61, 425.72, 424.81, 368.92, 343.19, 340.61, 299.65, 295.85, 280.97, 237.45, 161.76, 134.04, 65.59, 35.8, 14.0, 13.48]",0,0,0,0,0,0,0,0,1,0,0,0,Synthetic Token 131,0x00000000000000000000000000000000000000ad,quality=0.163
0x0000000000000000000000000000000000000084,SYN0132,base,clanker,1714046400,96,3.4907,1.4787,21,"[0.4815, 0.3875, 0.0914, 0.2025, 0.0178, 0.0839, 0.1858, 0.1081, 0.3771, 0.0565, 0.0114, 0.1457, 0.0183, 0.2303, 0.113, 0.4189, 0.0306, 0.0143, 0.0178, 0.3088, 0.2337]",47.4774,0.0,27,16,0.0003,7,"[2019.74, 1594.33, 1240.5, 476.8, 441.38, 290.67, 54.53]",1,1,1,0,1,1,1,1,0,0,0,0,Synthetic Token 132,0x00000000000000000000000000000000000000ae,quality=0.395
0x0000000000000000000000000000000000000085,SYN0133,base,bankr,1714042800,96,3.5372,2.7468,8,"[0.1669, 0.1372, 0.0681, 0.0502, 0.1063, 0.0197, 0.7805, 0.1751]",0.5106,0.0,8,0,0.04854,37,"[50924.76, 29686.47, 24365.6, 10248.28, 10109.08, 9322.75, 6747.64, 6245.24, 5872.08, 5266.87, 4801.89, 4519.91, 3738.17, 3463.9, 3123.2, 3117.87, 2894.85, 2881.12, 2619.47, 2470.82, 1761.68, 764.05, 697.08, 693.78, 607.46, 580.44, 554.41, 443.09, 348.87, 304.28, 197.39, 155.64, 155.34, 112.46, 103.79, 42.21, 24.97]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 133,0x00000000000000000000000000000000000000af,quality=0.009
0x0000000000000000000000000000000000000086,SYN0134,base,clanker,1714039200,96,0.4736,0.2363,7,"[0.3116, 0.0127, 0.072, 0.054, 0.0608, 0.0225, 0.1165]",8.5679,2.3141,10,0,0.00244,12,"[15216.25, 3350.9, 3248.75, 2568.87, 1859.56, 1772.52, 780.96, 720.71, 699.91, 527.22, 444.47, 240.42]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 134,0x00000000000000000000000000000000000000b0,quality=0.037
0x0000000000000000000000000000000000000087,SYN0135,base,bankr,1714035600,96,14.4377,11.2334,4,"[0.3512, 5.8561, 0.9451, 5.943]",6.1877,0.0,20,5,-0.03817,24,"[4083.06, 3254.72, 1654.59, 1461.17, 705.58, 681.59, 612.38, 605.68, 516.49, 494.71, 438.06, 400.92, 376.75, 367.47, 317.87, 273.65, 149.83, 145.41, 109.28, 97.9, 50.84, 48.46, 31.9, 18.06]",1,1,1,0,1,1,0,0,1,1,1,1,Synthetic Token 135,0x00000000000000000000000000000000000000b1,quality=0.411
0x0000000000000000000000000000000000000088,SYN0136,base,bankr,1714032000,96,5.656,3.9767,3,"[6.8523, 0.2245, 0.011]",3.3098,0.5237,9,1,0.06844,7,"[3015.24, 2505.93, 2040.93, 1801.49, 1304.78, 664.77, 640.63]",0,0,0,0,1,1,1,1,1,1,1,1,Synthetic Token 136,0x00000000000000000000000000000000000000b2,quality=0.271
0x0000000000000000000000000000000000000089,SYN0137,base,clanker,1714028400,96,1.8613,1.0872,9,"[0.0355, 0.1936, 1.1999, 0.026, 0.98, 0.0273, 0.0432, 0.5253, 0.0508]",2.5716,0.1489,41,5,0.00391,77,"[67313.64, 5387.17, 5166.18, 5086.7, 3942.62, 3471.55, 2866.67, 2384.81, 2177.29, 1987.63, 1645.67, 1610.29, 1605.23, 1583.32, 1569.92, 1431.58, 1417.34, 1330.22, 1264.41, 1090.35, 1071.4, 1044.59, 1040.99, 1016.78, 892.37, 889.35, 794.02, 720.34, 673.83, 672.36, 649.36, 643.64, 593.16, 591.68, 516.87, 516.28, 511.63, 510.54, 460.92, 438.87, 427.79, 392.84, 381.38, 370.88, 361.27, 347.62, 333.13, 331.75, 326.03, 318.7, 298.04, 251.86, 242.84, 234.65, 228.35, 220.18, 213.22, 205.72, 204.92, 202.71, 193.55, 167.85, 167.55, 167.15, 136.41, 136.4, 128.32, 100.28, 99.68, 84.98, 53.87, 53.81, 30.1, 29.56, 18.28, 16.11, 11.24]",0,0,0,0,1,1,1,1,0,0,0,0,Synthetic Token 137,0x00000000000000000000000000000000000000b3,quality=0.229
0x000000000000000000000000000000000000008a,SYN0138,base,clanker,1714024800,96,11.4047,9.8269,19,"[0.7285, 0.2138, 2.6945, 0.0811, 0.0956, 1.8522, 0.0365, 2.7515, 3.6711, 0.1246, 0.2819, 0.0979, 0.3309, 0.0515, 0.111, 0.1832, 0.1007, 1.0313, 0.0528]",5.082,0.0,25,19,-0.00765,22,"[6050.23, 5705.69, 3515.87, 3034.94, 2846.75, 2442.6, 1520.06, 1508.3, 1073.04, 992.97, 942.49, 837.12, 814.54, 813.65, 778.85, 701.51, 654.98, 570.19, 346.5, 96.6, 80.19, 52.33]",1,1,1,1,1,1,1,1,1,0,0,0,Synthetic Token 138,0x00000000000000000000000000000000000000b4,quality=0.370
0x000000000000000000000000000000000000008b,SYN0139,base,clanker,1714021200,96,16.1581,9.8545,6,"[4.6405, 1.5361, 2.1081, 1.7204, 5.4842, 4.2091]",0.5482,0.0,9,4,-0.03668,28,"[13159.3, 7241.76, 6723.39, 5343.95, 2589.62, 2148.5, 2019.27, 1843.01, 1307.97, 1121.56, 1093.67, 975.98, 941.58, 818.86, 575.13, 524.11, 474.88, 333.39, 268.85, 243.99, 196.31, 167.09, 84.95, 45.73, 36.44, 31.0, 28.7, 25.56]",1,1,1,1,1,1,1,1,1,1,1,1,Synthetic Token 139,0x00000000000000000000000000000000000000b5,quality=0.544
0x000000000000000000000000000000000000008c,SYN0140,base,bankr,1714017600,96,4.6782,3.8106,11,"[0.1067, 0.1688, 0.1498, 0.0332, 0.3828, 0.0932, 0.124, 0.0555, 0.5843, 0.0513, 0.0633]",0.2794,0.0,8,3,-0.03183,21,"[5979.85, 4200.23, 2460.4, 2305.94, 2146.19, 1884.7, 1882.89, 1320.24, 1239.06, 966.94, 722.88, 655.86, 504.66, 458.33, 354.27, 265.68, 242.06, 172.38, 162.16, 93.6, 67.04]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 140,0x00000000000000000000000000000000000000b6,quality=0.171
0x000000000000000000000000000000000000008d,SYN0141,base,clanker,1714014000,96,0.812,0.4546,4,"[0.7764, 0.0403, 0.1135, 0.0141]",5.425,0.0,7,0,-0.02058,34,"[246643.85, 31512.77, 26153.95, 25708.45, 14330.24, 8896.4, 8661.6, 5386.91, 4757.76, 3264.73, 2949.73, 2814.47, 2090.06, 1776.9, 1617.73, 1352.42, 1325.63, 1300.12, 1048.2, 1040.7, 908.0, 900.04, 853.42, 696.51, 568.03, 456.83, 394.28, 303.6, 260.44, 251.96, 193.83, 165.05, 65.1, 29.6]",0,0,0,0,0,0,0,0,1,0,0,0,Synthetic Token 141,0x00000000000000000000000000000000000000b7,quality=0.067
0x000000000000000000000000000000000000008e,SYN0142,base,liquid,1714010400,96,5.5394,3.3127,5,"[0.0265, 0.8273, 3.4792, 2.9467, 2.3414]",9.9836,0.0,9,0,0.00169,38,"[27225.29, 16948.12, 8980.79, 8292.49, 4944.56, 4532.91, 3895.27, 3706.95, 2498.57, 2486.54, 2461.91, 2457.03, 2382.99, 2365.17, 2210.29, 2042.83, 1621.27, 1064.83, 991.63, 934.37, 914.08, 812.75, 806.75, 528.26, 479.43, 452.31, 411.04, 398.51, 386.06, 278.59, 262.72, 240.13, 233.16, 191.03, 130.41, 97.0, 74.46, 17.91]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 142,0x00000000000000000000000000000000000000b8,quality=0.063
0x000000000000000000000000000000000000008f,SYN0143,base,filterfun,1714006800,96,16.1901,8.0516,7,"[0.3316, 1.355, 0.1005, 3.3467, 0.6662, 0.9323, 0.0389]",1.1481,0.1152,5,0,0.02182,14,"[19960.19, 2938.41, 2783.57, 2250.1, 1831.88, 1316.24, 855.41, 629.92, 521.76, 302.85, 280.46, 163.65, 148.32, 29.73]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 143,0x00000000000000000000000000000000000000b9,quality=0.006
0x0000000000000000000000000000000000000090,SYN0144,base,liquid,1714003200,96,2.7003,1.9812,13,"[0.0483, 0.1538, 0.0482, 0.2074, 0.0224, 0.097, 0.1164, 0.0348, 0.7561, 0.1696, 4.0167, 0.2932, 0.0681]",1.5801,0.0,24,0,0.02003,3,"[6921.44, 1211.51, 587.81]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 144,0x00000000000000000000000000000000000000ba,quality=0.002
0x0000000000000000000000000000000000000091,SYN0145,base,clanker,1713999600,96,10.1948,8.6765,7,"[0.0648, 1.2207, 1.0074, 1.3381, 2.2586, 16.4527, 0.1522]",6.3818,0.0,15,0,0.00839,17,"[1845063.05, 13451.7, 10251.74, 3564.98, 2193.05, 1896.61, 1536.77, 1264.9, 1228.88, 1213.88, 1126.29, 1081.07, 1033.12, 482.19, 405.08, 17.43, 15.62]",0,0,0,0,0,0,0,0,1,1,1,1,Synthetic Token 145,0x00000000000000000000000000000000000000bb,quality=0.017
0x0000000000000000000000000000000000000092,SYN0146,base,bankr,1713996000,96,0.7389,0.4671,25,"[0.0117, 0.1428, 0.0716, 0.0337, 0.0266, 0.0334, 0.0561, 0.0257, 0.0294, 0.028, 0.0311, 0.0116, 0.0802, 0.0606, 0.0226, 0.0163, 0.0101, 0.0159, 0.026, 0.0188, 0.0129, 0.0229, 0.0173, 0.0738, 0.0326]",7.4235,0.0,8,1,0.02017,30,"[36594.16, 22968.75, 12335.9, 11962.73, 8729.41, 8000.71, 6018.34, 2585.32, 2469.76, 2037.62, 1986.23, 1340.89, 1184.15, 1069.15, 920.89, 759.1, 674.03, 632.76, 484.72, 421.71, 413.71, 377.8, 355.67, 312.06, 228.16, 182.85, 134.93, 129.46, 90.21, 18.13]",0,0,0,0,1,1,0,0,0,0,0,0,Synthetic Token 146,0x00000000000000000000000000000000000000bc,quality=0.088
0x0000000000000000000000000000000000000093,SYN0147,base,liquid,1713992400,96,0.9704,0.8379,16,"[0.0264, 0.0179, 0.0277, 0.0292, 0.0166, 0.0113, 0.0196, 0.0113, 0.0284, 0.0136, 0.0543, 0.0204, 0.021, 0.0259, 0.0108, 0.0107]",0.3427,0.0,8,3,0.00106,24,"[28934.12, 10714.68, 9914.31, 7029.18, 2763.92, 2565.35, 1467.54, 1453.6, 1234.7, 1218.62, 600.78, 526.55, 499.31, 487.01, 469.55, 458.8, 435.71, 335.23, 265.06, 223.62, 216.06, 113.1, 75.4, 44.92]",1,1,1,0,0,0,0,0,0,0,0,0,Synthetic Token 147,0x00000000000000000000000000000000000000bd,quality=0.229
0x0000000000000000000000000000000000000094,SYN0148,base,clanker,1713988800,96,0.8099,0.4854,1,[0.7455],0.8442,0.0,5,1,-0.02725,7,"[5159.36, 3334.75, 2254.72, 1354.29, 784.4, 275.93, 103.08]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 148,0x00000000000000000000000000000000000000be,quality=0.006
0x0000000000000000000000000000000000000095,SYN0149,base,liquid,1713985200,96,3.3898,2.9638,15,"[0.0137, 0.1657, 0.0929, 0.0904, 0.0185, 0.2191, 0.0167, 0.086, 0.9837, 0.0826, 0.2838, 0.0972, 0.2622, 0.1352, 0.0868]",2.6242,0.0,28,7,-0.00243,41,"[4955.96, 4170.4, 2879.95, 2797.32, 2741.16, 1454.55, 1300.55, 1271.85, 1190.8, 1131.28, 1102.34, 1017.96, 877.07, 873.56, 863.44, 844.72, 749.18, 687.51, 572.61, 478.86, 474.59, 466.74, 452.11, 443.54, 437.88, 434.71, 380.66, 365.94, 347.5, 337.76, 298.83, 286.54, 186.68, 165.13, 144.56, 116.46, 111.74, 88.71, 81.47, 80.24, 32.82]",0,0,0,0,1,1,1,1,1,0,0,0,Synthetic Token 149,0x00000000000000000000000000000000000000bf,quality=0.306
0x0000000000000000000000000000000000000096,SYN0150,base,liquid,1713981600,96,1.3213,0.9532,82,"[0.03, 0.0122, 0.0101, 0.012, 0.0372, 0.025, 0.0166, 0.0192, 0.0163, 0.0159, 0.0688, 0.0106, 0.0223, 0.0132, 0.0164, 0.0107, 0.0321, 0.049, 0.0118, 0.0649, 0.0119, 0.0116, 0.0936, 0.0234, 0.034, 0.0522, 0.0153, 0.0139, 0.0109, 0.02, 0.0212, 0.015, 0.0239, 0.0225, 0.0118, 0.0148, 0.0363, 0.0149, 0.0115, 0.0146, 0.0125, 0.0123, 0.0221, 0.0294, 0.0485, 0.0343, 0.0122, 0.0111, 0.0102, 0.0133, 0.0123, 0.017, 0.0169, 0.0152, 0.0185, 0.0461, 0.0212, 0.0176, 0.0297, 0.0245, 0.0179, 0.0149, 0.0126, 0.0117, 0.0164, 0.1261, 0.0221, 0.0228, 0.0144, 0.0141, 0.0164, 0.0566, 0.012, 0.0136, 0.0487, 0.0131, 0.0103, 0.0165, 0.0349, 0.0117, 0.0101, 0.0126]",0.7702,0.0577,23,1,0.00312,13,"[5728.3, 3496.75, 2651.11, 2046.86, 1405.23, 1029.8, 863.74, 704.73, 686.86, 542.67, 472.71, 244.96, 94.71]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 150,0x00000000000000000000000000000000000000c0,quality=0.197
0x0000000000000000000000000000000000000097,SYN0151,base,bankr,1713978000,96,1.11,0.5199,6,"[0.1845, 0.0352, 0.0259, 0.0555, 0.0238, 0.3054]",1.3665,0.0,5,0,0.05855,10,"[9304.72, 4625.51, 1068.74, 1024.54, 1021.84, 790.16, 310.87, 139.8, 56.91, 22.37]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 151,0x00000000000000000000000000000000000000c1,quality=0.056
0x0000000000000000000000000000000000000098,SYN0152,base,bankr,1713974400,96,1.4103,0.7096,19,"[0.1258, 0.0504, 0.018, 0.0823, 0.0167, 0.031, 0.0306, 0.0498, 0.2963, 0.0259, 0.2555, 0.0223, 0.0246, 0.0646, 0.0891, 1.1262, 0.1834, 0.031, 0.1799]",0.4712,0.0047,5,0,-0.03456,26,"[5355.88, 3801.71, 2094.88, 1874.67, 1628.35, 1202.21, 1147.15, 1120.46, 953.81, 881.54, 834.44, 647.68, 545.53, 487.88, 407.89, 396.29, 395.37, 329.04, 316.12, 297.79, 269.47, 266.09, 233.04, 230.96, 87.98, 71.22]",1,0,0,0,1,1,1,1,1,1,1,1,Synthetic Token 152,0x00000000000000000000000000000000000000c2,quality=0.336
0x0000000000000000000000000000000000000099,SYN0153,base,clanker,1713970800,96,0.5934,0.2589,28,"[0.0107, 0.011, 0.0373, 0.015, 0.0676, 0.0139, 0.012, 0.0192, 0.0142, 0.0153, 0.0178, 0.0101, 0.0296, 0.0312, 0.015, 0.0538, 0.0619, 0.0236, 0.0127, 0.0176, 0.0159, 0.0137, 0.0414, 0.0671, 0.0177, 0.0272, 0.0126, 0.0137]",2.5736,0.0,12,0,0.01522,16,"[11330.77, 2907.17, 1160.81, 897.55, 490.32, 343.64, 335.1, 306.08, 226.13, 205.5, 194.55, 163.23, 105.47, 82.15, 78.26, 23.6]",0,0,0,0,1,0,0,0,0,0,0,0,Synthetic Token 153,0x00000000000000000000000000000000000000c3,quality=0.156
0x000000000000000000000000000000000000009a,SYN0154,base,filterfun,1713967200,96,7.5619,3.4154,12,"[0.6013, 0.071, 0.6406, 1.3562, 0.0664, 0.0241, 0.0756, 0.0845, 0.0577, 2.1227, 0.2798, 0.7238]",7.3657,0.4787,6,0,-0.03343,15,"[4880.7, 3519.29, 2749.51, 2591.79, 2212.88, 1933.39, 1023.82, 816.29, 732.51, 621.8, 453.85, 441.91, 327.47, 227.69, 167.44]",1,1,1,0,0,0,0,0,0,0,0,0,Synthetic Token 154,0x00000000000000000000000000000000000000c4,quality=0.138
0x000000000000000000000000000000000000009b,SYN0155,base,clanker,1713963600,96,0.9905,0.7777,115,"[0.015, 0.0145, 0.0197, 0.0192, 0.0151, 0.0239, 0.0146, 0.0103, 0.01, 0.0102, 0.0183, 0.0106, 0.0105, 0.0111, 0.0316, 0.0471, 0.0314, 0.0113, 0.0139, 0.0106, 0.0118, 0.0122, 0.0329, 0.0576, 0.0153, 0.0107, 0.0266, 0.0474, 0.0173, 0.0104, 0.0104, 0.0123, 0.0107, 0.0106, 0.0275, 0.0194, 0.0229, 0.0115, 0.0179, 0.0196, 0.0117, 0.0105, 0.0115, 0.0277, 0.1589, 0.0124, 0.0433, 0.029, 0.0524, 0.0222, 0.011, 0.0105, 0.0198, 0.0128, 0.0109, 0.013, 0.0101, 0.0106, 0.0162, 0.0293, 0.0144, 0.0139, 0.0392, 0.0112, 0.0103, 0.0108, 0.0115, 0.0239, 0.0101, 0.0358, 0.0397, 0.0157, 0.0104, 0.0167, 0.0124, 0.011, 0.0112, 0.0109, 0.0182, 0.0337, 0.0181, 0.0334, 0.0112, 0.0189, 0.0148, 0.0117, 0.0148, 0.0168, 0.0111, 0.0209, 0.0125, 0.0191, 0.0145, 0.0321, 0.012, 0.0514, 0.01, 0.0248, 0.0664, 0.0214, 0.0143, 0.0233, 0.0175, 0.0173, 0.0279, 0.0326, 0.0165, 0.0127, 0.0435, 0.0116, 0.0114, 0.1455, 0.016, 0.0112, 0.0156]",10.5899,0.0,20,3,-0.06482,54,"[11573.93, 5166.4, 4527.75, 3076.37, 3050.61, 2469.68, 2186.13, 2120.99, 2092.71, 2021.65, 2018.76, 1741.42, 1158.54, 1138.24, 1098.16, 1086.42, 1040.11, 783.38, 723.44, 714.79, 701.44, 639.93, 628.42, 622.41, 553.29, 528.2, 515.02, 484.29, 466.92, 432.92, 432.46, 404.0, 356.7, 352.02, 336.12, 317.85, 281.44, 226.22, 205.49, 203.3, 153.89, 148.54, 143.18, 121.69, 72.92, 55.66, 52.38, 51.16, 50.18, 45.51, 40.5, 35.5, 33.37, 18.74]",1,1,1,1,1,1,1,1,0,0,0,0,Synthetic Token 155,0x00000000000000000000000000000000000000c5,quality=0.312
0x000000000000000000000000000000000000009c,SYN0156,base,liquid,1713960000,96,0.4264,0.2308,36,"[0.0142, 0.0296, 0.0102, 0.0136, 0.0358, 0.0109, 0.0117, 0.0189, 0.0124, 0.024, 0.0126, 0.0134, 0.0148, 0.0141, 0.013, 0.0238, 0.011, 0.0101, 0.016, 0.0101, 0.01, 0.0182, 0.0106, 0.0104, 0.0154, 0.0551, 0.0129, 0.0142, 0.0107, 0.0105, 0.0188, 0.0184, 0.2183, 0.0109, 0.0178, 0.0133]",0.7751,0.2147,20,8,-0.02187,8,"[2942.31, 1022.21, 784.7, 657.89, 626.62, 482.92, 119.84, 24.36]",0,0,0,0,1,1,1,1,0,0,0,0,Synthetic Token 156,0x00000000000000000000000000000000000000c6,quality=0.295
0x000000000000000000000000000000000000009d,SYN0157,base,bankr,1713956400,96,6.9184,5.1329,8,"[0.4301, 0.3065, 0.0945, 0.1414, 0.196, 0.0572, 0.2949, 0.2838]",1.7176,0.0,47,10,-0.01582,23,"[20060.73, 18503.7, 5063.63, 4879.1, 4416.92, 2133.96, 1966.96, 1867.03, 1766.75, 1581.95, 1551.36, 1247.0, 975.39, 961.3, 920.97, 901.11, 489.77, 420.78, 343.62, 264.89, 222.97, 176.77, 58.84]",0,0,0,0,1,1,1,0,0,0,0,0,Synthetic Token 157,0x00000000000000000000000000000000000000c7,quality=0.136
0x000000000000000000000000000000000000009e,SYN0158,base,clanker,1713952800,96,1.53,0.8574,12,"[0.0683, 0.1583, 0.0209, 0.0307, 0.1984, 0.0881, 0.1166, 0.1732, 0.029, 0.0452, 0.0371, 0.0246]",1.0647,0.2111,17,5,-0.00565,32,"[6841.5, 5041.82, 4000.34, 3277.31, 3166.34, 2286.18, 2214.15, 2134.0, 1473.83, 1134.86, 1120.37, 722.62, 707.02, 553.03, 552.58, 452.76, 382.28, 380.86, 311.36, 306.1, 303.53, 297.14, 288.88, 252.38, 223.44, 170.43, 162.93, 128.15, 62.59, 61.49, 57.02, 20.82]",0,0,0,0,0,0,0,0,1,1,1,1,Synthetic Token 158,0x00000000000000000000000000000000000000c8,quality=0.232
0x000000000000000000000000000000000000009f,SYN0159,base,bankr,1713949200,96,0.2019,0.0828,3,"[0.2911, 0.0265, 0.0438]",1.0148,0.0,7,0,0.00227,10,"[11393.51, 7561.55, 2754.85, 1664.09, 1178.78, 1014.53, 521.66, 316.98, 241.64, 161.47]",0,0,0,0,0,0,0,0,1,0,0,0,Synthetic Token 159,0x00000000000000000000000000000000000000c9,quality=0.099
0x00000000000000000000000000000000000000a0,SYN0160,base,filterfun,1713945600,96,0.2248,0.2008,3,"[0.0706, 0.0232, 0.0773]",4.4112,0.27,9,0,0.02222,14,"[7448.64, 6529.2, 6306.78, 1235.77, 1212.85, 1193.41, 1132.5, 733.93, 557.55, 482.18, 455.69, 225.75, 177.62, 104.64]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 160,0x00000000000000000000000000000000000000ca,quality=0.002
0x00000000000000000000000000000000000000a1,SYN0161,base,bankr,1713942000,96,0.8374,0.5583,13,"[0.0652, 0.017, 0.0154, 0.0394, 0.082, 0.1015, 0.0561, 0.0222, 0.0898, 0.3587, 0.0189, 0.0199, 0.0349]",4.388,0.0,17,3,0.00977,6,"[2717.87, 2323.11, 2286.53, 568.72, 433.31, 258.71]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 161,0x00000000000000000000000000000000000000cb,quality=0.002
0x00000000000000000000000000000000000000a2,SYN0162,base,clanker,1713938400,96,64.93,48.6093,2,"[5.5084, 64.2676]",2.7498,0.0,10,0,-0.02708,5,"[98351.9, 2757.22, 1023.93, 541.61, 451.9]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 162,0x00000000000000000000000000000000000000cc,quality=0.001
